0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000048e-04,-4.811549712485184207e-06
-1.000000000000000048e-04,-2.209273559902120071e-05
-1.000000000000000048e-04,-2.973428700089056232e-05
-1.000000000000000048e-04,-5.356073560424650385e-05
-1.000000000000000048e-04,-6.658735919423870199e-05
-1.000000000000000048e-04,-7.705148931508574203e-05
-1.000000000000000048e-04,-4.790923037553848857e-05
-1.000069995099999982e-04,-4.847599330711012709e-05
-2.041075064116609425e-02,-2.040629415269419947e-02
-2.186577198741191178e-02,-2.184892146723679124e-02
-2.640236730249531302e-02,-2.632809133118498360e-02
-2.884743768667480043e-02,-2.877714086516347178e-02
-3.124639044485249401e-02,-3.121471450310913526e-02
-2.808502239691102950e-02,-2.811246233549472007e-02
-2.113000161775942243e-02,-2.118927965980836256e-02
-8.068827892764002252e-03,-8.554054464198471500e-03
1.456043772634821841e-02,-2.999700009999999853e-04
2.699079767127190305e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000048e-04,-6.378983989610375840e-06
-1.000000000000000048e-04,-1.409227962058937985e-05
-1.000069995099999982e-04,-1.624335514833672749e-05
-1.000069995099999982e-04,-2.470781942153266772e-05
-1.000000000000000048e-04,-8.623541285204026780e-06
-2.799804003430236918e-08,1.166084502660672619e-05
-1.000000000000000048e-04,1.190707095669831157e-04
-1.000000000000000048e-04,5.180581952715251654e-05
-1.208505988816372702e-02,-1.201927337884825010e-02
-1.517488882299009544e-02,-1.516698372321678701e-02
-1.690054341779794259e-02,-1.705471389956188591e-02
-1.845269806364820478e-02,-1.836082248759933824e-02
-1.440704430955249901e-02,-1.476831212329905371e-02
-1.135776627092821046e-02,-1.139776376700892685e-02
9.029020865293529985e-03,0.000000000000000000e+00
2.290433458753620560e-02,-1.999900000000000148e-04
6.474213650158157363e-02,-1.999900000000000148e-04
2.505099046081655720e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000048e-04,-2.349351752140442516e-06
-1.000000000000000048e-04,-9.476100894510604866e-06
-1.000000000000000048e-04,-1.949750670549338670e-05
-1.000000000000000048e-04,-1.960947738544002817e-05
-1.000000000000000048e-04,-1.226656847186069229e-05
-1.000000000000000048e-04,2.820030806080106874e-05
-8.398138205791330895e-08,1.186989434373961661e-04
-1.000000000000000048e-04,6.021804866958823510e-05
-1.009688676480998727e-02,-1.002877907873256542e-02
-1.384009847773819656e-02,-1.374433091656919459e-02
-1.471380477532324184e-02,-1.465163341575901473e-02
-1.470131820911198435e-02,-1.474752370124549072e-02
-1.475851720726345691e-02,-1.468736488516283849e-02
-5.266740914794099636e-03,-5.469064028618141754e-03
9.122179140815469753e-03,-5.998500199985000057e-04
2.869323285788613967e-02,0.000000000000000000e+00
6.190664461092935944e-02,0.000000000000000000e+00
2.161603709460680270e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000048e-04,-3.280455717173263087e-06
-1.000000000000000048e-04,-7.535608510677052982e-06
-1.000000000000000048e-04,-1.053350220322073983e-05
-1.000000000000000048e-04,-1.717386471632768944e-05
-1.000000000000000048e-04,-1.065893459045298394e-06
-1.000069995099999982e-04,2.403476405486552631e-05
-7.000000000001796452e-09,1.213111835681686455e-04
